 Program Mean-density FBM Gaussian Binned (procs as sets)
 average displacement of reflected FBM
 force_weight=  -2.00000000000000     
 STEPDIS= GAU
 STEPSIG=   1.00000000000000     
 GAMMMA=   1.60000000000000     
 NT=      2097152
 L=   20000.0000000000     
 DECAYFACTOR=   0.999000499833375     
 NWALKERS_PER_SET=        1024
 NSETS=          16
 IRINIT=           1
 NCONF=       16384
 FORCE_TYPE= LINEAR
 GRAD_FORM= SYMM
 GRAD_DX=            1
 KILL_FBM_TIME=     2097152
 WALKER_SIGMA=   1.00000000000000     
 WALKER_WIDTH=    3.00000000000000     
 NBINS=       100000
 ==================================
    time         <r^2>         <r^4>
         1   0.990125E+00   0.296657E+01
         2   0.132348E+01   0.509824E+01
         3   0.163593E+01   0.776947E+01
         4   0.189348E+01   0.104973E+02
         5   0.214134E+01   0.132017E+02
         6   0.241626E+01   0.161392E+02
         7   0.267060E+01   0.193179E+02
         8   0.299663E+01   0.240159E+02
        10   0.366633E+01   0.335421E+02
        12   0.447071E+01   0.481255E+02
        14   0.537752E+01   0.652384E+02
        17   0.697941E+01   0.101186E+03
        20   0.885682E+01   0.150758E+03
        24   0.117578E+02   0.244955E+03
        29   0.159006E+02   0.409778E+03
        34   0.207141E+02   0.656279E+03
        40   0.267799E+02   0.104079E+04
        48   0.363727E+02   0.183991E+04
        57   0.483910E+02   0.316662E+04
        68   0.643714E+02   0.547347E+04
        81   0.853041E+02   0.946356E+04
        96   0.111761E+03   0.161566E+05
       114   0.146342E+03   0.277344E+05
       136   0.190790E+03   0.473860E+05
       162   0.247700E+03   0.807385E+05
       193   0.319832E+03   0.136781E+06
       230   0.409116E+03   0.227849E+06
       274   0.513613E+03   0.367030E+06
       326   0.640134E+03   0.583391E+06
       388   0.791219E+03   0.913168E+06
       461   0.966034E+03   0.139611E+07
       548   0.117027E+04   0.209919E+07
       652   0.140479E+04   0.310376E+07
       775   0.166969E+04   0.448324E+07
       922   0.197610E+04   0.644257E+07
      1096   0.232432E+04   0.913958E+07
      1303   0.271746E+04   0.128266E+08
      1550   0.315977E+04   0.177993E+08
      1843   0.364859E+04   0.244014E+08
      2192   0.418073E+04   0.329613E+08
      2607   0.474935E+04   0.436764E+08
      3100   0.534910E+04   0.567482E+08
      3687   0.597718E+04   0.722958E+08
      4385   0.664163E+04   0.908212E+08
      5215   0.734562E+04   0.112558E+09
      6202   0.809514E+04   0.138052E+09
      7375   0.890857E+04   0.168217E+09
      8770   0.981517E+04   0.205190E+09
     10429   0.108067E+05   0.248883E+09
     12402   0.119303E+05   0.304488E+09
     14749   0.131741E+05   0.371975E+09
     17540   0.145594E+05   0.454893E+09
     20859   0.161249E+05   0.558137E+09
     24806   0.178888E+05   0.688365E+09
     29499   0.198628E+05   0.847804E+09
     35080   0.220740E+05   0.104970E+10
     41717   0.245568E+05   0.129909E+10
     49610   0.273676E+05   0.161287E+10
     58997   0.305330E+05   0.200972E+10
     70160   0.340910E+05   0.250780E+10
     83435   0.380919E+05   0.313201E+10
     99221   0.426246E+05   0.392734E+10
    117994   0.477283E+05   0.492508E+10
    140319   0.535045E+05   0.618659E+10
    166868   0.599039E+05   0.775924E+10
    198441   0.672584E+05   0.978852E+10
    235987   0.755918E+05   0.123826E+11
    280637   0.848446E+05   0.155858E+11
    333736   0.952073E+05   0.196741E+11
    396881   0.107035E+06   0.248848E+11
    471974   0.120186E+06   0.313582E+11
    561275   0.135171E+06   0.397274E+11
    667472   0.152073E+06   0.503129E+11
    793762   0.171295E+06   0.639053E+11
    943947   0.193310E+06   0.815346E+11
   1122548   0.217549E+06   0.103300E+12
   1334942   0.245087E+06   0.131249E+12
   1587523   0.275877E+06   0.166459E+12
   1887894   0.310553E+06   0.211231E+12
