 Program Mean-density FBM Gaussian Binned (procs as sets)
 average displacement of reflected FBM
 force_weight=  -2.00000000000000     
 STEPDIS= GAU
 STEPSIG=   1.00000000000000     
 GAMMMA=   1.60000000000000     
 NT=      2097152
 L=   20000.0000000000     
 DECAYFACTOR=   0.999900004999833     
 NWALKERS_PER_SET=        1024
 NSETS=          16
 IRINIT=           1
 NCONF=       16384
 FORCE_TYPE= LINEAR
 GRAD_FORM= SYMM
 GRAD_DX=            1
 KILL_FBM_TIME=     2097152
 WALKER_SIGMA=   1.00000000000000     
 WALKER_WIDTH=    3.00000000000000     
 NBINS=       100000
 ==================================
    time         <r^2>         <r^4>
         1   0.990125E+00   0.296657E+01
         2   0.132348E+01   0.509824E+01
         3   0.163595E+01   0.776966E+01
         4   0.189358E+01   0.104982E+02
         5   0.214160E+01   0.132042E+02
         6   0.241680E+01   0.161449E+02
         7   0.267158E+01   0.193291E+02
         8   0.299828E+01   0.240360E+02
        10   0.367008E+01   0.335940E+02
        12   0.447803E+01   0.482405E+02
        14   0.539012E+01   0.654601E+02
        17   0.700392E+01   0.101702E+03
        20   0.889892E+01   0.151805E+03
        24   0.118329E+02   0.247251E+03
        29   0.160339E+02   0.414914E+03
        34   0.209250E+02   0.666445E+03
        40   0.271112E+02   0.106073E+04
        48   0.369188E+02   0.188326E+04
        57   0.492600E+02   0.325653E+04
        68   0.657604E+02   0.566175E+04
        81   0.874982E+02   0.985393E+04
        96   0.115159E+03   0.169447E+05
       114   0.151593E+03   0.293303E+05
       136   0.198928E+03   0.506280E+05
       162   0.260177E+03   0.872552E+05
       193   0.338760E+03   0.149717E+06
       230   0.437510E+03   0.253078E+06
       274   0.555745E+03   0.415047E+06
       326   0.701864E+03   0.672902E+06
       388   0.881390E+03   0.107855E+07
       461   0.109653E+04   0.169640E+07
       548   0.135819E+04   0.263772E+07
       652   0.167472E+04   0.406186E+07
       775   0.205680E+04   0.617937E+07
       922   0.253136E+04   0.945029E+07
      1096   0.311849E+04   0.144602E+08
      1303   0.384890E+04   0.222159E+08
      1550   0.476293E+04   0.343104E+08
      1843   0.589285E+04   0.529567E+08
      2192   0.727771E+04   0.813819E+08
      2607   0.897004E+04   0.124443E+09
      3100   0.110357E+05   0.189429E+09
      3687   0.135623E+05   0.287911E+09
      4385   0.166375E+05   0.436517E+09
      5215   0.203546E+05   0.658083E+09
      6202   0.248007E+05   0.984663E+09
      7375   0.300961E+05   0.146447E+10
      8770   0.363929E+05   0.217062E+10
     10429   0.437694E+05   0.319020E+10
     12402   0.523473E+05   0.465870E+10
     14749   0.620428E+05   0.669856E+10
     17540   0.727729E+05   0.946218E+10
     20859   0.845266E+05   0.131146E+11
     24806   0.972129E+05   0.178431E+11
     29499   0.110668E+06   0.237715E+11
     35080   0.124938E+06   0.311095E+11
     41717   0.139855E+06   0.398885E+11
     49610   0.155462E+06   0.502754E+11
     58997   0.172065E+06   0.624313E+11
     70160   0.190215E+06   0.769845E+11
     83435   0.210254E+06   0.948625E+11
     99221   0.231931E+06   0.115753E+12
    117994   0.256104E+06   0.141464E+12
    140319   0.283195E+06   0.173651E+12
    166868   0.313763E+06   0.214058E+12
    198441   0.348661E+06   0.264567E+12
    235987   0.388674E+06   0.329772E+12
    280637   0.433194E+06   0.411107E+12
    333736   0.483062E+06   0.512792E+12
    396881   0.541374E+06   0.644932E+12
    471974   0.605598E+06   0.808854E+12
    561275   0.677903E+06   0.101750E+13
    667472   0.761092E+06   0.128897E+13
    793762   0.854486E+06   0.162503E+13
    943947   0.960646E+06   0.205947E+13
   1122548   0.108099E+07   0.262174E+13
   1334942   0.121799E+07   0.333367E+13
   1587523   0.137822E+07   0.429663E+13
   1887894   0.155368E+07   0.548382E+13
