 Program Mean-density FBM Gaussian Binned (procs as sets)
 average displacement of reflected FBM
 force_weight= -0.250000000000000     
 STEPDIS= GAU
 STEPSIG=   1.00000000000000     
 GAMMMA=   1.30000000000000     
 NT=      2097152
 L=   30000.0000000000     
 NWALKERS_PER_SET=           1
 NSETS=        2048
 IRINIT=           1
 NCONF=        2048
 FORCE_TYPE= LINEAR
 GRAD_FORM= SYMM
 GRAD_DX=            1
 KILL_FBM_TIME=     2097152
 WALKER_SIGMA=  0.500000000000000     
 WALKER_WIDTH=    1.50000000000000     
 NBINS=       150000
 ==================================
    time         <r^2>         <r^4>
         1   0.102528E+01   0.318987E+01
         2   0.172574E+01   0.871780E+01
         3   0.222905E+01   0.147259E+02
         4   0.279979E+01   0.244210E+02
         5   0.323548E+01   0.313248E+02
         6   0.375291E+01   0.403050E+02
         7   0.420282E+01   0.517727E+02
         8   0.461591E+01   0.624657E+02
        10   0.525464E+01   0.755737E+02
        12   0.618615E+01   0.106660E+03
        14   0.705643E+01   0.143538E+03
        17   0.814620E+01   0.190207E+03
        20   0.911145E+01   0.235198E+03
        24   0.107172E+02   0.319976E+03
        29   0.127460E+02   0.465292E+03
        34   0.148658E+02   0.626639E+03
        40   0.166597E+02   0.780809E+03
        48   0.208878E+02   0.120913E+04
        57   0.250938E+02   0.164834E+04
        68   0.298168E+02   0.221899E+04
        81   0.362217E+02   0.317192E+04
        96   0.442979E+02   0.457959E+04
       114   0.544797E+02   0.668828E+04
       136   0.660074E+02   0.951551E+04
       162   0.837564E+02   0.148404E+05
       193   0.108420E+03   0.244284E+05
       230   0.141614E+03   0.409431E+05
       274   0.183076E+03   0.648598E+05
       326   0.241608E+03   0.110890E+06
       388   0.311832E+03   0.179282E+06
       461   0.408042E+03   0.300221E+06
       548   0.534668E+03   0.502591E+06
       652   0.706330E+03   0.867124E+06
       775   0.913967E+03   0.145032E+07
       922   0.119856E+04   0.245890E+07
      1096   0.157862E+04   0.425648E+07
      1303   0.204367E+04   0.724711E+07
      1550   0.268618E+04   0.125031E+08
      1843   0.343070E+04   0.205293E+08
      2192   0.445835E+04   0.347956E+08
      2607   0.576502E+04   0.582497E+08
      3100   0.741393E+04   0.974272E+08
      3687   0.958411E+04   0.163310E+09
      4385   0.124799E+05   0.276981E+09
      5215   0.163088E+05   0.474942E+09
      6202   0.208337E+05   0.774372E+09
      7375   0.263739E+05   0.128228E+10
      8770   0.334130E+05   0.210864E+10
     10429   0.429292E+05   0.351083E+10
     12402   0.537347E+05   0.552241E+10
     14749   0.688502E+05   0.919100E+10
     17540   0.883311E+05   0.151119E+11
     20859   0.114112E+06   0.253398E+11
     24806   0.145450E+06   0.409602E+11
     29499   0.186034E+06   0.672100E+11
     35080   0.236251E+06   0.110038E+12
     41717   0.300778E+06   0.181998E+12
     49610   0.384884E+06   0.295714E+12
     58997   0.486271E+06   0.469157E+12
     70160   0.614709E+06   0.762946E+12
     83435   0.773185E+06   0.121109E+13
     99221   0.983723E+06   0.196632E+13
    117994   0.125811E+07   0.323459E+13
    140319   0.158381E+07   0.519886E+13
    166868   0.195884E+07   0.785299E+13
    198441   0.244059E+07   0.124565E+14
    235987   0.305577E+07   0.196085E+14
    280637   0.376582E+07   0.299685E+14
    333736   0.473439E+07   0.479996E+14
    396881   0.607377E+07   0.796143E+14
    471974   0.761543E+07   0.122361E+15
    561275   0.974057E+07   0.202559E+15
    667472   0.123433E+08   0.328017E+15
    793762   0.157904E+08   0.529017E+15
    943947   0.197836E+08   0.808409E+15
   1122548   0.249477E+08   0.128068E+16
   1334942   0.315868E+08   0.209967E+16
   1587523   0.394084E+08   0.328914E+16
   1887894   0.487404E+08   0.486572E+16
